arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count,avg_sentence_length
2510.26784,LLMs Process Lists With General Filter Heads,"Arnab Sen Sharma, Giordano Rogers, Natalie Shapira, David Bau",Computer Science > Artificial Intelligence,"[Submitted on 30 Oct 2025 (v1), last revised 25 Feb 2026 (this version, v3)]","We investigate the mechanisms underlying a range of list-processing tasks in LLMs, and we find that LLMs have learned to encode a compact, causal representation of a general filtering operation that mirrors the generic ""filter"" function of functional programming. Using causal mediation analysis on a diverse set of list-processing tasks, we find that a small number of attention heads, which we dub filter heads, encode a compact representation of the filtering predicate in their query states at certain tokens. We demonstrate that this predicate representation is general and portable: it can be extracted and reapplied to execute the same filtering operation on different collections, presented in different formats, languages, or even in tasks. However, we also identify situations where transformer LMs can exploit a different strategy for filtering: eagerly evaluating if an item satisfies the predicate and storing this intermediate result as a flag directly in the item representations. Our results reveal that transformer LMs can develop human-interpretable implementations of abstract computational operations that generalize in ways that are surprisingly similar to strategies used in traditional functional programming patterns.",investigate mechanisms underlying range listprocessing tasks llms find llms learned encode compact causal representation general filtering operation mirrors generic filter function functional programming causal mediation analysis diverse set listprocessing tasks find small number attention heads dub filter heads encode compact representation filtering predicate query states certain tokens demonstrate predicate representation general portable extracted reapplied execute filtering operation different collections presented different formats languages tasks identify situations transformer lms exploit different strategy filtering eagerly evaluating item satisfies predicate storing intermediate result flag directly item representations results reveal transformer lms develop humaninterpretable implementations abstract computational operations generalize ways surprisingly similar strategies traditional functional programming patterns,investigate mechanisms underlying range listprocessing tasks llms find llms learned encode compact causal representation general filtering operation mirrors generic filter function functional programming causal mediation analysis diverse set listprocessing tasks find small number attention heads dub filter heads encode compact representation filtering predicate query states certain tokens demonstrate predicate representation general portable extracted reapplied execute filtering operation different collections presented different formats languages tasks identify situations transformer lms exploit different strategy filtering eagerly evaluating item satisfies predicate storing intermediate result flag directly item representations results reveal transformer lms develop humaninterpretable implementations abstract computational operations generalize ways surprisingly similar strategies traditional functional programming patterns,179,103,77,0.7476,4,103.0
